JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompteAuxNum|CompteAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|MontantDevise|Idevise
VE|Ventes|EC000003|20250112|445710|TVA collectée|||FA000002|20250112|Développement application BioTech - Janvier - TVA|0,00|2560,00|||20250112||
VE|Ventes|EC000004|20250119|411004|Clients - DataFlow|DATA01|DataFlow|FA000003|20250119|Vente licences logiciel DataFlow|6240,00|0,00|AA003||20250119||
VE|Ventes|EC000004|20250119|707000|Ventes de marchandises|||FA000003|20250119|Vente licences logiciel DataFlow|0,00|5200,00|||20250119||
VE|Ventes|EC000004|20250119|445710|TVA collectée|||FA000003|20250119|Vente licences logiciel DataFlow - TVA|0,00|1040,00|||20250119||
VE|Ventes|EC000005|20250205|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000004|20250205|Mission conseil sécurité ACME - Février|18000,00|0,00|AA004||20250205||
VE|Ventes|EC000005|20250205|706000|Prestations de services|||FA000004|20250205|Mission conseil sécurité ACME - Février|0,00|15000,00|||20250205||
VE|Ventes|EC000005|20250205|445710|TVA collectée|||FA000004|20250205|Mission conseil sécurité ACME - Février - TVA|0,00|3000,00|||20250205||
VE|Ventes|EC000006|20250212|411003|Clients - MétalPro|META01|MétalPro|FA000005|20250212|Audit SI MétalPro - Février|11400,00|0,00|AA005||20250212||
VE|Ventes|EC000006|20250212|706000|Prestations de services|||FA000005|20250212|Audit SI MétalPro - Février|0,00|9500,00|||20250212||
VE|Ventes|EC000006|20250212|445710|TVA collectée|||FA000005|20250212|Audit SI MétalPro - Février - TVA|0,00|1900,00|||20250212||
VE|Ventes|EC000007|20250219|411005|Clients - GreenEnergy|GREEN01|GreenEnergy|FA000006|20250219|Vente matériel réseau GreenEnergy|10080,00|0,00|AA006||20250219||
VE|Ventes|EC000007|20250219|707000|Ventes de marchandises|||FA000006|20250219|Vente matériel réseau GreenEnergy|0,00|8400,00|||20250219||
VE|Ventes|EC000007|20250219|445710|TVA collectée|||FA000006|20250219|Vente matériel réseau GreenEnergy - TVA|0,00|1680,00|||20250219||
VE|Ventes|EC000008|20250226|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000007|20250226|Refacturation déplacements BioTech|2220,00|0,00|AA007||20250226||
VE|Ventes|EC000008|20250226|708500|Refacturation de frais|||FA000007|20250226|Refacturation déplacements BioTech|0,00|1850,00|||20250226||
VE|Ventes|EC000008|20250226|445710|TVA collectée|||FA000007|20250226|Refacturation déplacements BioTech - TVA|0,00|370,00|||20250226||
VE|Ventes|EC000009|20250305|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000008|20250305|Migration cloud ACME - Mars|26400,00|0,00|AA008||20250305||
VE|Ventes|EC000009|20250305|706000|Prestations de services|||FA000008|20250305|Migration cloud ACME - Mars|0,00|22000,00|||20250305||
VE|Ventes|EC000009|20250305|445710|TVA collectée|||FA000008|20250305|Migration cloud ACME - Mars - TVA|0,00|4400,00|||20250305||
VE|Ventes|EC000010|20250312|411004|Clients - DataFlow|DATA01|DataFlow|FA000009|20250312|Formation équipe DataFlow - Mars|8160,00|0,00|AA009||20250312||
VE|Ventes|EC000010|20250312|706000|Prestations de services|||FA000009|20250312|Formation équipe DataFlow - Mars|0,00|6800,00|||20250312||
VE|Ventes|EC000010|20250312|445710|TVA collectée|||FA000009|20250312|Formation équipe DataFlow - Mars - TVA|0,00|1360,00|||20250312||
VE|Ventes|EC000011|20250319|411003|Clients - MétalPro|META01|MétalPro|FA000010|20250319|Vente serveurs MétalPro|15000,00|0,00|AA010||20250319||
VE|Ventes|EC000011|20250319|707000|Ventes de marchandises|||FA000010|20250319|Vente serveurs MétalPro|0,00|12500,00|||20250319||
VE|Ventes|EC000011|20250319|445710|TVA collectée|||FA000010|20250319|Vente serveurs MétalPro - TVA|0,00|2500,00|||20250319||
VE|Ventes|EC000012|20250326|411003|Clients - MétalPro|META01|MétalPro|AV000001|20250326|AVOIR - Remise commerciale MétalPro|0,00|3000,00|AA011||20250326||
VE|Ventes|EC000012|20250326|706000|Prestations de services|||AV000001|20250326|AVOIR - Remise commerciale MétalPro|2500,00|0,00|||20250326||
VE|Ventes|EC000012|20250326|445710|TVA collectée|||AV000001|20250326|AVOIR - Remise commerciale MétalPro - TVA|500,00|0,00|||20250326||
VE|Ventes|EC000013|20250405|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000011|20250405|Développement module RH BioTech - Avril|19440,00|0,00|AA012||20250405||
VE|Ventes|EC000013|20250405|706000|Prestations de services|||FA000011|20250405|Développement module RH BioTech - Avril|0,00|16200,00|||20250405||
VE|Ventes|EC000013|20250405|445710|TVA collectée|||FA000011|20250405|Développement module RH BioTech - Avril - TVA|0,00|3240,00|||20250405||
VE|Ventes|EC000014|20250412|411005|Clients - GreenEnergy|GREEN01|GreenEnergy|FA000012|20250412|Conseil transition énergétique SI GreenEnergy|13800,00|0,00|AA013||20250412||
VE|Ventes|EC000014|20250412|706000|Prestations de services|||FA000012|20250412|Conseil transition énergétique SI GreenEnergy|0,00|11500,00|||20250412||
VE|Ventes|EC000014|20250412|445710|TVA collectée|||FA000012|20250412|Conseil transition énergétique SI GreenEnergy - TVA|0,00|2300,00|||20250412||
VE|Ventes|EC000015|20250419|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000013|20250419|Refacturation hébergement ACME|3840,00|0,00|AA014||20250419||
VE|Ventes|EC000015|20250419|708500|Refacturation de frais|||FA000013|20250419|Refacturation hébergement ACME|0,00|3200,00|||20250419||
VE|Ventes|EC000015|20250419|445710|TVA collectée|||FA000013|20250419|Refacturation hébergement ACME - TVA|0,00|640,00|||20250419||
VE|Ventes|EC000016|20250505|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000014|20250505|Maintenance évolutive ACME - Mai|23760,00|0,00|AA015||20250505||
VE|Ventes|EC000016|20250505|706000|Prestations de services|||FA000014|20250505|Maintenance évolutive ACME - Mai|0,00|19800,00|||20250505||
VE|Ventes|EC000016|20250505|445710|TVA collectée|||FA000014|20250505|Maintenance évolutive ACME - Mai - TVA|0,00|3960,00|||20250505||
VE|Ventes|EC000017|20250512|411003|Clients - MétalPro|META01|MétalPro|FA000015|20250512|Déploiement ERP MétalPro - Mai|17040,00|0,00|AA016||20250512||
VE|Ventes|EC000017|20250512|706000|Prestations de services|||FA000015|20250512|Déploiement ERP MétalPro - Mai|0,00|14200,00|||20250512||
VE|Ventes|EC000017|20250512|445710|TVA collectée|||FA000015|20250512|Déploiement ERP MétalPro - Mai - TVA|0,00|2840,00|||20250512||
VE|Ventes|EC000018|20250519|411004|Clients - DataFlow|DATA01|DataFlow|FA000016|20250519|Vente postes de travail DataFlow|11520,00|0,00|AA017||20250519||
VE|Ventes|EC000018|20250519|707000|Ventes de marchandises|||FA000016|20250519|Vente postes de travail DataFlow|0,00|9600,00|||20250519||
VE|Ventes|EC000018|20250519|445710|TVA collectée|||FA000016|20250519|Vente postes de travail DataFlow - TVA|0,00|1920,00|||20250519||
VE|Ventes|EC000019|20250605|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000017|20250605|Tests intégration BioTech - Juin|16200,00|0,00|AA018||20250605||
VE|Ventes|EC000019|20250605|706000|Prestations de services|||FA000017|20250605|Tests intégration BioTech - Juin|0,00|13500,00|||20250605||
VE|Ventes|EC000019|20250605|445710|TVA collectée|||FA000017|20250605|Tests intégration BioTech - Juin - TVA|0,00|2700,00|||20250605||
VE|Ventes|EC000020|20250612|411005|Clients - GreenEnergy|GREEN01|GreenEnergy|FA000018|20250612|Monitoring SI GreenEnergy - Juin|10680,00|0,00|AA019||20250612||
VE|Ventes|EC000020|20250612|706000|Prestations de services|||FA000018|20250612|Monitoring SI GreenEnergy - Juin|0,00|8900,00|||20250612||
VE|Ventes|EC000020|20250612|445710|TVA collectée|||FA000018|20250612|Monitoring SI GreenEnergy - Juin - TVA|0,00|1780,00|||20250612||
VE|Ventes|EC000021|20250619|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000019|20250619|Vente équipements ACME|8640,00|0,00|AA020||20250619||
VE|Ventes|EC000021|20250619|707000|Ventes de marchandises|||FA000019|20250619|Vente équipements ACME|0,00|7200,00|||20250619||
VE|Ventes|EC000021|20250619|445710|TVA collectée|||FA000019|20250619|Vente équipements ACME - TVA|0,00|1440,00|||20250619||
VE|Ventes|EC000022|20250626|411004|Clients - DataFlow|DATA01|DataFlow|FA000020|20250626|Refacturation licences DataFlow|2880,00|0,00|AA021||20250626||
VE|Ventes|EC000022|20250626|708500|Refacturation de frais|||FA000020|20250626|Refacturation licences DataFlow|0,00|2400,00|||20250626||
VE|Ventes|EC000022|20250626|445710|TVA collectée|||FA000020|20250626|Refacturation licences DataFlow - TVA|0,00|480,00|||20250626||
VE|Ventes|EC000023|20250705|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000021|20250705|Support estival ACME - Juillet|15000,00|0,00|AA022||20250705||
VE|Ventes|EC000023|20250705|706000|Prestations de services|||FA000021|20250705|Support estival ACME - Juillet|0,00|12500,00|||20250705||
VE|Ventes|EC000023|20250705|445710|TVA collectée|||FA000021|20250705|Support estival ACME - Juillet - TVA|0,00|2500,00|||20250705||
VE|Ventes|EC000024|20250712|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000022|20250712|Maintenance BioTech - Juillet|10560,00|0,00|AA023||20250712||
VE|Ventes|EC000024|20250712|706000|Prestations de services|||FA000022|20250712|Maintenance BioTech - Juillet|0,00|8800,00|||20250712||
VE|Ventes|EC000024|20250712|445710|TVA collectée|||FA000022|20250712|Maintenance BioTech - Juillet - TVA|0,00|1760,00|||20250712||
VE|Ventes|EC000025|20250805|411003|Clients - MétalPro|META01|MétalPro|FA000023|20250805|Assistance technique MétalPro - Août|12240,00|0,00|AA024||20250805||
VE|Ventes|EC000025|20250805|706000|Prestations de services|||FA000023|20250805|Assistance technique MétalPro - Août|0,00|10200,00|||20250805||
VE|Ventes|EC000025|20250805|445710|TVA collectée|||FA000023|20250805|Assistance technique MétalPro - Août - TVA|0,00|2040,00|||20250805||
VE|Ventes|EC000026|20250812|411005|Clients - GreenEnergy|GREEN01|GreenEnergy|FA000024|20250812|Vente câblage GreenEnergy|5400,00|0,00|AA025||20250812||
VE|Ventes|EC000026|20250812|707000|Ventes de marchandises|||FA000024|20250812|Vente câblage GreenEnergy|0,00|4500,00|||20250812||
VE|Ventes|EC000026|20250812|445710|TVA collectée|||FA000024|20250812|Vente câblage GreenEnergy - TVA|0,00|900,00|||20250812||
VE|Ventes|EC000027|20250819|411004|Clients - DataFlow|DATA01|DataFlow|FA000025|20250819|Support DataFlow - Août|9360,00|0,00|AA026||20250819||
VE|Ventes|EC000027|20250819|706000|Prestations de services|||FA000025|20250819|Support DataFlow - Août|0,00|7800,00|||20250819||
VE|Ventes|EC000027|20250819|445710|TVA collectée|||FA000025|20250819|Support DataFlow - Août - TVA|0,00|1560,00|||20250819||
VE|Ventes|EC000028|20250905|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000026|20250905|Reprise projets ACME - Septembre|25200,00|0,00|AA027||20250905||
VE|Ventes|EC000028|20250905|706000|Prestations de services|||FA000026|20250905|Reprise projets ACME - Septembre|0,00|21000,00|||20250905||
VE|Ventes|EC000028|20250905|445710|TVA collectée|||FA000026|20250905|Reprise projets ACME - Septembre - TVA|0,00|4200,00|||20250905||
VE|Ventes|EC000029|20250912|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000027|20250912|Phase 2 développement BioTech - Septembre|17760,00|0,00|AA028||20250912||
VE|Ventes|EC000029|20250912|706000|Prestations de services|||FA000027|20250912|Phase 2 développement BioTech - Septembre|0,00|14800,00|||20250912||
VE|Ventes|EC000029|20250912|445710|TVA collectée|||FA000027|20250912|Phase 2 développement BioTech - Septembre - TVA|0,00|2960,00|||20250912||
VE|Ventes|EC000030|20250919|411003|Clients - MétalPro|META01|MétalPro|FA000028|20250919|Vente switches MétalPro|7560,00|0,00|AA029||20250919||
VE|Ventes|EC000030|20250919|707000|Ventes de marchandises|||FA000028|20250919|Vente switches MétalPro|0,00|6300,00|||20250919||
VE|Ventes|EC000030|20250919|445710|TVA collectée|||FA000028|20250919|Vente switches MétalPro - TVA|0,00|1260,00|||20250919||
VE|Ventes|EC000031|20250926|411001|Clients - ACME Corp|ACME01|ACME Corp|AV000002|20250926|AVOIR - Ajustement facturation ACME Sept|0,00|3840,00|AA030||20250926||
VE|Ventes|EC000031|20250926|706000|Prestations de services|||AV000002|20250926|AVOIR - Ajustement facturation ACME Sept|3200,00|0,00|||20250926||
VE|Ventes|EC000031|20250926|445710|TVA collectée|||AV000002|20250926|AVOIR - Ajustement facturation ACME Sept - TVA|640,00|0,00|||20250926||
VE|Ventes|EC000032|20251005|411004|Clients - DataFlow|DATA01|DataFlow|FA000029|20251005|Projet BI DataFlow - Octobre|22320,00|0,00|AA031||20251005||
VE|Ventes|EC000032|20251005|706000|Prestations de services|||FA000029|20251005|Projet BI DataFlow - Octobre|0,00|18600,00|||20251005||
VE|Ventes|EC000032|20251005|445710|TVA collectée|||FA000029|20251005|Projet BI DataFlow - Octobre - TVA|0,00|3720,00|||20251005||
VE|Ventes|EC000033|20251012|411005|Clients - GreenEnergy|GREEN01|GreenEnergy|FA000030|20251012|Audit cybersécurité GreenEnergy - Octobre|15840,00|0,00|AA032||20251012||
VE|Ventes|EC000033|20251012|706000|Prestations de services|||FA000030|20251012|Audit cybersécurité GreenEnergy - Octobre|0,00|13200,00|||20251012||
VE|Ventes|EC000033|20251012|445710|TVA collectée|||FA000030|20251012|Audit cybersécurité GreenEnergy - Octobre - TVA|0,00|2640,00|||20251012||
VE|Ventes|EC000034|20251019|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000031|20251019|Vente firewall ACME|10200,00|0,00|AA033||20251019||
VE|Ventes|EC000034|20251019|707000|Ventes de marchandises|||FA000031|20251019|Vente firewall ACME|0,00|8500,00|||20251019||
VE|Ventes|EC000034|20251019|445710|TVA collectée|||FA000031|20251019|Vente firewall ACME - TVA|0,00|1700,00|||20251019||
VE|Ventes|EC000035|20251026|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000032|20251026|Refacturation transports BioTech|2280,00|0,00|AA034||20251026||
VE|Ventes|EC000035|20251026|708500|Refacturation de frais|||FA000032|20251026|Refacturation transports BioTech|0,00|1900,00|||20251026||
VE|Ventes|EC000035|20251026|445710|TVA collectée|||FA000032|20251026|Refacturation transports BioTech - TVA|0,00|380,00|||20251026||
VE|Ventes|EC000036|20251105|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000033|20251105|Projet transformation digitale ACME - Nov|34200,00|0,00|AA035||20251105||
VE|Ventes|EC000036|20251105|706000|Prestations de services|||FA000033|20251105|Projet transformation digitale ACME - Nov|0,00|28500,00|||20251105||
VE|Ventes|EC000036|20251105|445710|TVA collectée|||FA000033|20251105|Projet transformation digitale ACME - Nov - TVA|0,00|5700,00|||20251105||
VE|Ventes|EC000037|20251112|411003|Clients - MétalPro|META01|MétalPro|FA000034|20251112|Infogérance MétalPro - Novembre|20160,00|0,00|AA036||20251112||
VE|Ventes|EC000037|20251112|706000|Prestations de services|||FA000034|20251112|Infogérance MétalPro - Novembre|0,00|16800,00|||20251112||
VE|Ventes|EC000037|20251112|445710|TVA collectée|||FA000034|20251112|Infogérance MétalPro - Novembre - TVA|0,00|3360,00|||20251112||
VE|Ventes|EC000038|20251119|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000035|20251119|Vente licences ERP BioTech|13440,00|0,00|AA037||20251119||
VE|Ventes|EC000038|20251119|707000|Ventes de marchandises|||FA000035|20251119|Vente licences ERP BioTech|0,00|11200,00|||20251119||
VE|Ventes|EC000038|20251119|445710|TVA collectée|||FA000035|20251119|Vente licences ERP BioTech - TVA|0,00|2240,00|||20251119||
VE|Ventes|EC000039|20251126|411005|Clients - GreenEnergy|GREEN01|GreenEnergy|FA000036|20251126|Optimisation réseau GreenEnergy - Nov|11400,00|0,00|AA038||20251126||
VE|Ventes|EC000039|20251126|706000|Prestations de services|||FA000036|20251126|Optimisation réseau GreenEnergy - Nov|0,00|9500,00|||20251126||
VE|Ventes|EC000039|20251126|445710|TVA collectée|||FA000036|20251126|Optimisation réseau GreenEnergy - Nov - TVA|0,00|1900,00|||20251126||
VE|Ventes|EC000040|20251205|411001|Clients - ACME Corp|ACME01|ACME Corp|FA000037|20251205|Clôture projet ACME - Décembre|28800,00|0,00|AA039||20251205||
VE|Ventes|EC000040|20251205|706000|Prestations de services|||FA000037|20251205|Clôture projet ACME - Décembre|0,00|24000,00|||20251205||
VE|Ventes|EC000040|20251205|445710|TVA collectée|||FA000037|20251205|Clôture projet ACME - Décembre - TVA|0,00|4800,00|||20251205||
VE|Ventes|EC000041|20251212|411004|Clients - DataFlow|DATA01|DataFlow|FA000038|20251212|Finalisation BI DataFlow - Décembre|23400,00|0,00|AA040||20251212||
VE|Ventes|EC000041|20251212|706000|Prestations de services|||FA000038|20251212|Finalisation BI DataFlow - Décembre|0,00|19500,00|||20251212||
VE|Ventes|EC000041|20251212|445710|TVA collectée|||FA000038|20251212|Finalisation BI DataFlow - Décembre - TVA|0,00|3900,00|||20251212||
VE|Ventes|EC000042|20251219|411002|Clients - BioTech SA|BIOT01|BioTech SA|FA000039|20251219|Recette finale BioTech - Décembre|18960,00|0,00|AA041||20251219||
VE|Ventes|EC000042|20251219|706000|Prestations de services|||FA000039|20251219|Recette finale BioTech - Décembre|0,00|15800,00|||20251219||
VE|Ventes|EC000042|20251219|445710|TVA collectée|||FA000039|20251219|Recette finale BioTech - Décembre - TVA|0,00|3160,00|||20251219||
VE|Ventes|EC000043|20251226|411005|Clients - GreenEnergy|GREEN01|GreenEnergy|FA000040|20251226|Vente équipements GreenEnergy fin année|14880,00|0,00|AA042||20251226||
VE|Ventes|EC000043|20251226|707000|Ventes de marchandises|||FA000040|20251226|Vente équipements GreenEnergy fin année|0,00|12400,00|||20251226||
VE|Ventes|EC000043|20251226|445710|TVA collectée|||FA000040|20251226|Vente équipements GreenEnergy fin année - TVA|0,00|2480,00|||20251226||
AC|Achats|EC000044|20250108|401001|Fournisseurs - Informatique+|INFO01|Informatique+|FA000041|20250108|Facture Informatique+ - 01/2025|0,00|14160,00|AA043||20250108||
AC|Achats|EC000044|20250108|601000|Achats matières premières|||FA000041|20250108|Achats composants informatiques - 01/2025|3200,00|0,00|||20250108||
AC|Achats|EC000044|20250108|604000|Achats sous-traitance|||FA000041|20250108|Sous-traitance développement - 01/2025|5500,00|0,00|||20250108||
AC|Achats|EC000044|20250108|607000|Achats de marchandises|||FA000041|20250108|Achat marchandises pour revente - 01/2025|3100,00|0,00|||20250108||
AC|Achats|EC000044|20250108|445660|TVA déductible sur ABS|||FA000041|20250108|TVA déductible Informatique+ - 01/2025|2360,00|0,00|||20250108||
AC|Achats|EC000045|20250108|401003|Fournisseurs - BureauPlus|BURE01|BureauPlus|FA000042|20250108|Facture BureauPlus - 01/2025|0,00|996,00|AA044||20250108||
AC|Achats|EC000045|20250108|606100|Énergie|||FA000042|20250108|Électricité et gaz - 01/2025|480,00|0,00|||20250108||
AC|Achats|EC000045|20250108|606400|Fournitures de bureau|||FA000042|20250108|Fournitures bureau - 01/2025|350,00|0,00|||20250108||
AC|Achats|EC000045|20250108|445660|TVA déductible sur ABS|||FA000042|20250108|TVA déductible BureauPlus - 01/2025|166,00|0,00|||20250108||
AC|Achats|EC000046|20250108|401002|Fournisseurs - LogiServ|LOGI01|LogiServ|FA000043|20250108|Facture LogiServ - 01/2025|0,00|4380,00|AA045||20250108||
AC|Achats|EC000046|20250108|611000|Sous-traitance générale|||FA000043|20250108|Sous-traitance générale - 01/2025|3200,00|0,00|||20250108||
AC|Achats|EC000046|20250108|618000|Documentation et abonnements|||FA000043|20250108|Abonnements professionnels - 01/2025|450,00|0,00|||20250108||
AC|Achats|EC000046|20250108|445660|TVA déductible sur ABS|||FA000043|20250108|TVA déductible LogiServ - 01/2025|730,00|0,00|||20250108||
AC|Achats|EC000047|20250108|401005|Fournisseurs - AssurTech|ASSU01|AssurTech|FA000044|20250108|Facture AssurTech - 01/2025|0,00|4656,00|AA046||20250108||
AC|Achats|EC000047|20250108|613000|Locations|||FA000044|20250108|Loyer bureaux - 01/2025|3200,00|0,00|||20250108||
AC|Achats|EC000047|20250108|616000|Assurances|||FA000044|20250108|Prime assurance - 01/2025|680,00|0,00|||20250108||
AC|Achats|EC000047|20250108|445660|TVA déductible sur ABS|||FA000044|20250108|TVA déductible AssurTech - 01/2025|776,00|0,00|||20250108||
AC|Achats|EC000048|20250108|401004|Fournisseurs - TélécomPro|TELE01|TélécomPro|FA000045|20250108|Facture TélécomPro - 01/2025|0,00|4308,00|AA047||20250108||
AC|Achats|EC000048|20250108|623000|Publicité et marketing|||FA000045|20250108|Campagne marketing - 01/2025|1200,00|0,00|||20250108||
AC|Achats|EC000048|20250108|625000|Déplacements et missions|||FA000045|20250108|Frais déplacements - 01/2025|1500,00|0,00|||20250108||
AC|Achats|EC000048|20250108|626000|Télécommunications|||FA000045|20250108|Abonnements télécom - 01/2025|890,00|0,00|||20250108||
AC|Achats|EC000048|20250108|445660|TVA déductible sur ABS|||FA000045|20250108|TVA déductible TélécomPro - 01/2025|718,00|0,00|||20250108||
BQ|Banque|EC000049|20250125|627000|Services bancaires|||BQ000001|20250125|Frais bancaires - 01/2025|120,00|0,00|||20250125||
BQ|Banque|EC000049|20250125|512000|Banque Société Générale|||BQ000001|20250125|Frais bancaires - 01/2025|0,00|120,00|||20250125||
AC|Achats|EC000050|20250208|401001|Fournisseurs - Informatique+|INFO01|Informatique+|FA000046|20250208|Facture Informatique+ - 02/2025|0,00|9360,00|AA048||20250208||
AC|Achats|EC000050|20250208|601000|Achats matières premières|||FA000046|20250208|Achats composants informatiques - 02/2025|2800,00|0,00|||20250208||
AC|Achats|EC000050|20250208|607000|Achats de marchandises|||FA000046|20250208|Achat marchandises pour revente - 02/2025|5000,00|0,00|||20250208||
AC|Achats|EC000050|20250208|445660|TVA déductible sur ABS|||FA000046|20250208|TVA déductible Informatique+ - 02/2025|1560,00|0,00|||20250208||
AC|Achats|EC000051|20250208|401003|Fournisseurs - BureauPlus|BURE01|BureauPlus|FA000047|20250208|Facture BureauPlus - 02/2025|0,00|876,00|AA049||20250208||
AC|Achats|EC000051|20250208|606100|Énergie|||FA000047|20250208|Électricité et gaz - 02/2025|450,00|0,00|||20250208||
AC|Achats|EC000051|20250208|606400|Fournitures de bureau|||FA000047|20250208|Fournitures bureau - 02/2025|280,00|0,00|||20250208||
AC|Achats|EC000051|20250208|445660|TVA déductible sur ABS|||FA000047|20250208|TVA déductible BureauPlus - 02/2025|146,00|0,00|||20250208||
AC|Achats|EC000052|20250208|401002|Fournisseurs - LogiServ|LOGI01|LogiServ|FA000048|20250208|Facture LogiServ - 02/2025|0,00|3900,00|AA050||20250208||
AC|Achats|EC000052|20250208|611000|Sous-traitance générale|||FA000048|20250208|Sous-traitance générale - 02/2025|2800,00|0,00|||20250208||
AC|Achats|EC000052|20250208|618000|Documentation et abonnements|||FA000048|20250208|Abonnements professionnels - 02/2025|450,00|0,00|||20250208||
AC|Achats|EC000052|20250208|445660|TVA déductible sur ABS|||FA000048|20250208|TVA déductible LogiServ - 02/2025|650,00|0,00|||20250208||
AC|Achats|EC000053|20250208|401005|Fournisseurs - AssurTech|ASSU01|AssurTech|FA000049|20250208|Facture AssurTech - 02/2025|0,00|4656,00|AA051||20250208||
